honaa,1722
kaa,560
se,511
me;n,491
nah,416
kih,388
ko,371
kii,296
karnaa,296
ho,290
nahii;n,288
mai;n,285
jaanaa,272
kyaa,240
meraa,240
dil,223
ham,200
bhii,186
vuh,186
to,174
yih,165
aanaa,157
us,148
kahnaa,145
ne,140
honaaa,138
jo,135
teraa,133
aur,125
dekhnaa,122
par,121
;gaalib,112
ko))ii,109
denaa,102
kyuu;n,99
hii,97
pah,94
bah,90
gar,87
phir,75
apnaa,75
har,73
rahnaa,72
gul,70
ay,70
ik,68
kis,68
kuchh,66
tum,61
;gam,58
hotaa,58
jis,56
agar,55
sar,51
ek,50
((ishq,49
marnaa,46
naaz,45
naalah,45
din,42
ban'naa,41
jab,41
kahaa;n,40
tuu,39
ab,39
rakhnaa,39
chaahiye,38
yaar,38
asad,38
sahii,38
;xayaal,37
yuu;n,37
mai,37
jigar,37
lenaa,37
;gair,36
rang,36
hamaaraa,36
jalvah,35
yaa;n,35
;xaak,35
vafaa,35
jaan,35
mauj,35
nikalnaa,34
yaa,34
puuchhnaa,33
milnaa,33
shauq,33
yaad,32
;xudaa,32
nigaah,32
baat,32
liye,31
yak,31
za;xm,31
bazm,30
un,30
jaan'naa,30
ghar,29
samjhnaa,29
khulnaa,29
dam,29
vaa;n,29
achchhaa,28
daa;g,28
haa))e,28
;hasrat,28
tak,28
paanaa,27
na:zar,27
aage,27
chashm,27
qadar,26
sharaab,26
ahl,26
tujh,26
aaj,26
jahaan,26
dost,26
;xuu;n,25
shab,25
dar,25
bahaar,24
magar,24
tamaashaa,24
;zauq,24
baar,24
taa,24
but,24
havaa,23
pa;rnaa,23
jaa,23
aa))iinah,22
kabhii,22
haath,22
junuun,22
;husn,22
lekin,22
u;thnaa,22
varnah,22
hastii,22
((umr,21
rab,21
jalnaa,21
chalnaa,21
kaam,21
qa:trah,21
tamannaa,21
aisaa,21
aap,20
mu;nh,20
daryaa,20
dard,20
paa;nv,20
khe;nchnaa,20
lab,19
kisii,19
aa;xir,19
qiyaamat,19
sham((a,19
paa,19
kam,19
aavnaa,19
diidah,19
rah,18
buraa,18
baa;ndhnaa,18
bahut,18
sun'naa,18
bai;thnaa,18
saknaa,18
dushman,18
nigah,18
saaqii,18
vaqt,18
u;thaanaa,18
likhnaa,18
do,17
mat,17
kyuu;nkar,17
rashk,17
pardah,17
((aalam,17
naqsh,17
((aashiq,17
raqiib,17
andaaz,17
nafas,17
mizhgaan,17
la;z;zat,16
zabaan,16
;haal,16
hanuuz,16
haa;n,16
zulf,16
adaa,16
abhii,16
qismat,16
paas,16
:taaqat,16
hote,16
balaa,16
havas,15
;xandah,15
va;hshat,15
kaafir,15
kab,15
raah,15
lagaanaa,15
siinah,15
samajhnaa,15
use,15
kahii;n,15
tan,15
shu((lah,15
dar-o-diivaar,15
saayah,15
su;xan,14
qadam,14
;xa:t,14
aarzuu,14
ba;gair,14
giryah,14
so,14
jii,14
mi;tnaa,14
garm,14
ma((luum,14
aab,14
baskih,14
barq,14
khaanaa,14
ba((d,14
aa))inah,14
;zarrah,13
har-chand,13
.suurat,13
sab,13
u;rnaa,13
qaatil,13
;xvaab,13
gardan,13
;xuub,13
goyaa,13
sitam,13
yihii,13
chaahnaa,13
aatish,13
ya((nii,13
fur.sat,13
chho;rnaa,13
log,13
;xvush,13
zamaanah,13
guzarnaa,13
taar,13
ulfat,13
tujhe,12
dimaa;g,12
ma;hv,12
lagnaa,12
:tara;h,12
shikvah,12
te;g,12
josh,12
aazmaa))ish,12
va((dah,12
((ar.z,12
bayaan,12
naam,12
baadah,12
;xuun,12
aah,12
bistar,12
ta;gaaful,12
chaak,12
go,12
aa;nkh,12
.sadaa,12
;xabar,12
kaun,12
kaho,12
chaman,12
jauhar,11
;xas,11
inti:zaar,11
garebaan,11
zindagii,11
piinaa,11
laanaa,11
;halqah,11
daam,11
jise,11
.zu((f,11
jafaa,11
juz,11
.sa;hraa,11
az,11
sang,11
vale,11
pinhaan,11
majnuun,11
raat,11
shikaayat,11
mu;habbat,11
;haq,11
diidaar,11
aasaan,10
.sub;h,10
namak,10
jaadah,10
diivaar,10
rag,10
sair,10
;xuu,10
;haa.sil,10
naqaab,10
duur,10
daad,10
dunyaa,10
saath,10
fanaa,10
((aziiz,10
sivaa,10
tiir,10
ranj,10
jiinaa,10
aasmaan,10
kah,10
;xaar,10
be-;xvudii,10
;gaafil,10
nihaan,10
talak,10
jaam,10
hotii,10
baa;g,10
vaa,10
vagarnah,10
maan'naa,9
kaash,9
((aish,9
kuuchah,9
saa;gar,9
paidaa,9
aashnaa,9
.sad,9
vuhii,9
marg,9
vaa))e,9
sharm,9
gumaan,9
mataa((,9
kal,9
bedaad,9
kaf,9
bin,9
a;sar,9
garchih,9
phirnaa,9
baaqii,9
rishtah,9
garmii,9
baare,9
daaman,9
mudda((aa,9
mushkil,9
maa;ngnaa,9
chiraa;g,9
tamaam,8
sailaab,8
ka((bah,8
hogaa,8
qasam,8
bas,8
chiraa;ga,8
;hariif,8
rauzan,8
fareb,8
hay,8
kholnaa,8
qafas,8
ghabraanaa,8
roz,8
rusvaa,8
duud,8
sho;xii,8
na:z:zaarah,8
karam,8
bhalaa,8
ronaa,8
bajaa,8
qadr,8
bhar,8
ruu,8
raaz,8
pareshaan,8
taab,8
saaz,8
bosah,8
dast,8
zamiin,8
nashaa:t,8
.su;hbat,8
saamaan,8
be-taab,8
((ajz,8
falak,8
va.sl,8
dasht,8
vah,8
zanjiir,8
mur;g,7
((ahd,7
lail;aa,7
pursish,7
aa;nkho;n,7
gulistaan,7
bhaagnaa,7
qatl,7
suu,7
imti;haan,7
chhe;rnaa,7
tang,7
yuusuf,7
naa;xun,7
zindaan,7
fa.sl,7
shor,7
lahuu,7
naamah-bar,7
man:zuur,7
salaamat,7
aazaar,7
mah,7
pahle,7
gardish,7
surmah,7
aa;gosh,7
tasallii,7
;gunchah,7
ru;x,7
;hairat,7
;xaraab,7
dekho,7
itnaa,7
mast,7
davaa,7
abr,7
faryaad,7
;xaanah,7
;hinaa,7
umiid,7
;xaa:tir,7
jeb,7
aag,7
.sabaa,7
ruknaa,7
himmat,7
sabzah,7
judaa,7
rahii,7
bulbul,7
rusvaa))ii,7
shikast,7
taskiin,7
na;gmah,7
mizhah,7
;darnaa,7
bhuulnaa,7
mubaarak,7
tab,7
sham((,7
aamad,7
kushtah,7
mi;sl,7
taqaa.zaa,7
furo;g,7
biimaar,7
fitnah,7
da((v;aa,7
shaah,7
baazaar,7
taa;siir,7
buu,7
;xi.zr,6
pasand,6
maarnaa,6
dahr,6
band,6
aavaaz,6
;xaamah,6
raftaar,6
vidaa((,6
firaaq,6
:zaahir,6
in,6
ta.savvur,6
muddat,6
shabnam,6
vahm,6
((aduu,6
;haqiiqat,6
aastaan,6
lu:tf,6
du((aa,6
;xiraam,6
partav,6
aadmii,6
char;x,6
bisaa:t,6
dikhaanaa,6
tavaqqu((,6
sitamgar,6
;xam,6
:zaalim,6
ajzaa,6
((adam,6
bekasii,6
takalluf,6
gard,6
tumhaaraa,6
mai-;xaanah,6
tez,6
nang,6
nairang,6
gosh,6
tark,6
giriftaar,6
baad,6
;daalnaa,6
girnaa,6
gulshan,6
;xvurshiid,6
bayaabaan,6
hangaamah,6
;hairaa;n,6
qaid,6
